DATE	DAY	MONTH	QUARTER	YEAR	OPEN	HIGH	LOW	PREV. CLOSE	LTP	CLOSE	VWAP	52W H	52W L	VOLUME	NO. OF  TRADES
29 April 2025	Tuesday	April	Q2	2025	1371.00	1410.90	1370.00	1368.80	1398.90	1399.70	1395.77	3217.60	1114.85	32538970	680195
28 April 2025	Monday	April	Q2	2025	1340.00	1374.60	1320.20	1300.40	1366.30	1368.80	1355.02	3217.60	1114.85	31104496	893347
25 April 2025	Friday	April	Q2	2025	1303.50	1325.20	1288.10	1301.60	1301.00	1300.40	1303.30	3217.60	1114.85	14431012	307093
24 April 2025	Thursday	April	Q2	2025	1292.40	1304.50	1290.30	1300.00	1303.50	1301.60	1298.32	3217.60	1114.85	10468940	181309
23 April 2025	Wednesday	April	Q2	2025	1297.00	1306.00	1285.40	1291.20	1297.00	1300.00	1297.08	3217.60	1114.85	10480888	232149
22 April 2025	Tuesday	April	Q2	2025	1300.00	1303.90	1286.30	1295.50	1289.00	1291.20	1295.99	3217.60	1114.85	13051707	229331
21 April 2025	Monday	April	Q2	2025	1270.00	1300.90	1267.00	1274.50	1295.20	1295.50	1291.47	3217.60	1114.85	10429964	257857
17 April 2025	Thursday	April	Q2	2025	1240.20	1280.20	1227.60	1239.30	1273.00	1274.50	1260.38	3217.60	1114.85	15398401	321235
16 April 2025	Wednesday	April	Q2	2025	1234.10	1240.90	1229.00	1240.10	1238.00	1239.30	1235.61	3217.60	1114.85	8248464	164065
15 April 2025	Tuesday	April	Q2	2025	1251.00	1251.00	1237.10	1218.95	1239.60	1240.10	1242.83	3217.60	1114.85	13378535	199888
11 April 2025	Friday	April	Q2	2025	1195.15	1222.65	1195.15	1185.35	1220.00	1218.95	1214.05	3217.60	1114.85	11224242	187059
09 April 2025	Wednesday	April	Q2	2025	1169.50	1189.80	1168.00	1182.20	1187.50	1185.35	1183.08	3217.60	1114.85	10223104	193325
08 April 2025	Tuesday	April	Q2	2025	1172.00	1196.60	1163.30	1165.70	1181.05	1182.20	1179.50	3217.60	1114.85	19555040	314171
07 April 2025	Monday	April	Q2	2025	1132.20	1171.25	1114.85	1204.70	1171.25	1165.70	1150.54	3217.60	1114.85	22156106	677564
04 April 2025	Friday	April	Q2	2025	1241.10	1245.45	1193.15	1248.70	1205.90	1204.70	1206.62	3217.60	1156.00	17908652	542347
03 April 2025	Thursday	April	Q2	2025	1233.05	1251.80	1233.05	1251.15	1248.50	1248.70	1246.31	3217.60	1156.00	7434366	146316
02 April 2025	Wednesday	April	Q2	2025	1247.55	1255.55	1243.90	1252.60	1252.00	1251.15	1251.04	3217.60	1156.00	10142590	177979
01 April 2025	Tuesday	April	Q2	2025	1264.60	1277.90	1249.30	1275.10	1254.00	1252.60	1260.72	3217.60	1156.00	12099648	260862
28 March 2025	Friday	March	Q1	2025	1280.00	1295.75	1269.00	1278.20	1274.00	1275.10	1278.15	3217.60	1156.00	18147129	265113
27 March 2025	Thursday	March	Q1	2025	1278.15	1285.00	1271.30	1273.05	1280.00	1278.20	1278.90	3217.60	1156.00	15028056	224828
26 March 2025	Wednesday	March	Q1	2025	1291.00	1293.80	1268.75	1285.45	1270.90	1273.05	1279.04	3217.60	1156.00	12074747	292138
25 March 2025	Tuesday	March	Q1	2025	1307.70	1307.70	1282.60	1302.10	1285.25	1285.45	1290.63	3217.60	1156.00	13713899	271251
24 March 2025	Monday	March	Q1	2025	1291.00	1306.00	1284.25	1276.35	1302.65	1302.10	1297.38	3217.60	1156.00	20299319	347056
21 March 2025	Friday	March	Q1	2025	1275.00	1281.00	1270.10	1269.15	1277.50	1276.35	1276.34	3217.60	1156.00	21780769	230001
20 March 2025	Thursday	March	Q1	2025	1251.85	1273.00	1250.05	1247.15	1268.20	1269.15	1262.54	3217.60	1156.00	15971477	219527
19 March 2025	Wednesday	March	Q1	2025	1241.05	1253.25	1238.80	1238.80	1248.00	1247.15	1247.22	3217.60	1156.00	16162399	217782
18 March 2025	Tuesday	March	Q1	2025	1244.70	1248.35	1235.00	1238.85	1239.95	1238.80	1238.98	3217.60	1156.00	15745877	312315
17 March 2025	Monday	March	Q1	2025	1242.15	1257.40	1233.10	1247.90	1241.55	1238.85	1239.76	3217.60	1156.00	16640952	269824
13 March 2025	Thursday	March	Q1	2025	1260.05	1264.15	1243.85	1257.05	1246.65	1247.90	1254.23	3217.60	1156.00	9505270	194588
12 March 2025	Wednesday	March	Q1	2025	1258.00	1263.00	1244.00	1247.30	1255.95	1257.05	1252.97	3217.60	1156.00	11977555	161536
11 March 2025	Tuesday	March	Q1	2025	1240.00	1249.50	1229.75	1238.40	1247.25	1247.30	1241.71	3217.60	1156.00	10089838	155065
10 March 2025	Monday	March	Q1	2025	1245.00	1258.00	1235.40	1249.80	1237.70	1238.40	1245.85	3217.60	1156.00	11931051	288299
07 March 2025	Friday	March	Q1	2025	1216.00	1254.80	1212.00	1209.60	1246.40	1249.80	1243.95	3217.60	1156.00	16474965	424924
06 March 2025	Thursday	March	Q1	2025	1197.00	1213.95	1185.15	1175.60	1211.50	1209.60	1199.05	3217.60	1156.00	14468014	250467
05 March 2025	Wednesday	March	Q1	2025	1161.00	1183.00	1157.00	1161.90	1177.15	1175.60	1173.40	3217.60	1156.00	8664095	196774
04 March 2025	Tuesday	March	Q1	2025	1162.20	1174.00	1159.55	1171.25	1160.45	1161.90	1164.92	3217.60	1156.00	11377373	275459
03 March 2025	Monday	March	Q1	2025	1204.00	1206.45	1156.00	1200.10	1174.00	1171.25	1168.57	3217.60	1156.00	17944938	682013
28 February 2025	Friday	February	Q1	2025	1202.00	1217.35	1193.30	1207.10	1198.00	1200.10	1205.62	3217.60	1193.30	23007298	355378
27 February 2025	Thursday	February	Q1	2025	1212.80	1215.00	1200.65	1204.00	1208.00	1207.10	1206.31	3217.60	1193.35	11509215	236188
25 February 2025	Tuesday	February	Q1	2025	1211.00	1221.00	1201.50	1214.55	1202.00	1204.00	1209.60	3217.60	1193.35	11552182	213192
24 February 2025	Monday	February	Q1	2025	1216.55	1223.25	1210.50	1228.15	1215.00	1214.55	1215.90	3217.60	1193.35	7172498	200264
21 February 2025	Friday	February	Q1	2025	1228.70	1240.00	1222.15	1233.00	1226.90	1228.15	1231.37	3217.60	1193.35	6904025	213824
20 February 2025	Thursday	February	Q1	2025	1223.95	1239.35	1222.00	1227.45	1232.00	1233.00	1233.94	3217.60	1193.35	7795582	162561
19 February 2025	Wednesday	February	Q1	2025	1219.50	1232.75	1217.55	1225.40	1226.30	1227.45	1226.67	3217.60	1193.35	6217338	178165
18 February 2025	Tuesday	February	Q1	2025	1224.85	1229.90	1216.10	1224.90	1223.95	1225.40	1223.94	3217.60	1193.35	6673250	181273
17 February 2025	Monday	February	Q1	2025	1211.10	1227.50	1204.50	1217.25	1225.45	1224.90	1219.62	3217.60	1193.35	8166683	220670
14 February 2025	Friday	February	Q1	2025	1219.00	1224.00	1205.45	1216.10	1214.75	1217.25	1215.10	3217.60	1193.35	10298145	202314
13 February 2025	Thursday	February	Q1	2025	1217.05	1228.00	1212.00	1216.55	1216.20	1216.10	1219.60	3217.60	1193.35	8511216	266249
12 February 2025	Wednesday	February	Q1	2025	1219.45	1226.90	1193.35	1234.85	1217.05	1216.55	1211.39	3217.60	1193.35	21131654	404276
11 February 2025	Tuesday	February	Q1	2025	1264.55	1264.55	1230.10	1253.65	1237.55	1234.85	1244.26	3217.60	1201.50	8859714	240683
10 February 2025	Monday	February	Q1	2025	1264.50	1266.50	1245.55	1266.70	1254.65	1253.65	1251.52	3217.60	1201.50	6970972	173316
07 February 2025	Friday	February	Q1	2025	1276.15	1283.70	1262.00	1281.55	1266.50	1266.70	1270.98	3217.60	1201.50	8764283	174531
06 February 2025	Thursday	February	Q1	2025	1273.70	1288.00	1270.35	1278.20	1283.00	1281.55	1279.27	3217.60	1201.50	9956001	217888
05 February 2025	Wednesday	February	Q1	2025	1282.65	1290.50	1276.70	1285.20	1278.50	1278.20	1281.97	3217.60	1201.50	10112028	219550
04 February 2025	Tuesday	February	Q1	2025	1248.05	1288.80	1246.60	1245.90	1282.90	1285.20	1273.65	3217.60	1201.50	16691069	323415
03 February 2025	Monday	February	Q1	2025	1251.00	1256.00	1237.55	1264.60	1247.00	1245.90	1247.14	3217.60	1201.50	9252345	268425
01 February 2025	Saturday	February	Q1	2025	1265.10	1270.55	1241.00	1265.10	1264.00	1264.60	1260.42	3217.60	1201.50	7118453	143258
31 January 2025	Friday	January	Q1	2025	1255.85	1267.00	1249.00	1253.05	1266.00	1265.10	1261.32	3217.60	1201.50	6584612	169481
30 January 2025	Thursday	January	Q1	2025	1235.55	1257.00	1232.40	1235.50	1253.15	1253.05	1249.15	3217.60	1201.50	9269259	227871
29 January 2025	Wednesday	January	Q1	2025	1236.00	1242.75	1228.05	1234.40	1237.25	1235.50	1236.66	3217.60	1201.50	5928156	167073
28 January 2025	Tuesday	January	Q1	2025	1238.00	1244.75	1218.50	1229.35	1235.00	1234.40	1232.65	3217.60	1201.50	10568025	286863
27 January 2025	Monday	January	Q1	2025	1239.10	1240.45	1220.00	1246.30	1229.00	1229.35	1229.35	3217.60	1201.50	9536019	368025
